0,0.0
15287921,6.74363999999943e-09
15295878,4.31138999999988e-09
15315947,4.21055999999904e-09
15317165,4.10539000000038e-09
15328680,4.15500999999898e-09
15333044,4.15412000000019e-09
15344142,3.40698000000182e-09
15345928,3.4059099999674e-09
15346041,3.40404999999932e-09
15347088,2.8801600000015e-09
15348810,2.48367999999938e-09
15349641,2.10930000000001e-09
15358931,1.61165000000011e-09
15361817,1.3301999999998e-09
15368063,1.15579000000012e-09
15378975,1.13913999999989e-09
15390754,1.13702999999999e-09
15417212,1.13745e-09
15448393,1.14006000000001e-09
15468022,1.14006000000019e-09
15473563,1.19061000000002e-09
15483280,1.3373899999994e-09
15483489,1.34712999999589e-09
15483775,1.2363500000054e-09
15483867,1.23635000000004e-09
15488723,1.13358000000003e-09
15500519,1.1139099999998e-09
15504377,1.11387000000001e-09
15570842,1.66370199999997e-08
15613137,1.67211000000002e-08
15625605,2.58494200000215e-08
15626110,2.74720199999043e-08
15626358,3.61128900000584e-08
15626583,4.15944899999966e-08
15630768,4.2346649999991e-08
15631891,4.32378099999967e-08
15632380,4.41344700000367e-08
15633390,4.41382799997194e-08
15633548,4.41318499999936e-08
15634151,4.41371100000914e-08
15634409,4.41360400000005e-08
15660546,4.40667999999997e-08
15678426,3.66609499999994e-08
15710441,4.41026500000032e-08
15725362,4.40642899999996e-08
15746539,4.40611100000023e-08
15750531,4.39671900000006e-08
15776929,4.39671899999994e-08
15804783,4.39323999999997e-08
15837334,4.34766700000022e-08
15841148,4.33315900000004e-08
15865626,4.32802199999995e-08
15867926,4.32803399999957e-08
15874060,4.32826399999809e-08
15875637,4.32474300000103e-08
15877903,4.31145599999918e-08
15878525,4.29909000000014e-08
15898469,4.29929699999976e-08
15901035,4.29860700000034e-08
15905670,4.31947571840435e-08
15908582,4.42036500000001e-08
15916614,4.41835900001526e-08
15916940,4.25033395198456e-08
15918273,5.68836345848123e-08
15922801,5.68596499995405e-08
15922837,5.68314800004635e-08
15922938,8.02692099995401e-08
15923048,8.0247719999957e-08
15923295,8.12960600000989e-08
15924250,8.13262499989729e-08
15924349,8.13196700010252e-08
15924384,8.13152000000232e-08
15925390,8.04634623299614e-08
15926669,4.27418111649727e-08
16370978,5.02016000000189e-09
16372046,4.95981999999203e-09
16373044,5.10451000001176e-09
16373740,6.02408999998496e-09
16374612,2.68040100012498e-08
16374641,2.6919350000062e-08
16374814,8.58770000001261e-09
16374956,4.17739000001004e-09
16375126,3.85154999997528e-09
16375526,3.44967999999954e-09
16377591,2.85112999998443e-09
16377625,2.24307000001447e-09
16378022,1.94745999996729e-09
16378306,1.79155000000095e-09
16381583,1.79703000000788e-09
16382408,2.24707199999722e-08
16384600,2.88360073475454e-08
16389667,1.90635699999949e-08
16390714,2.53979994027784e-08
16396407,2.35980011434322e-08
16396408,2.17980028349355e-08
16397311,1.44267000000261e-08
16397695,5.22005000000303e-09
16398802,3.87391918345542e-09
16406248,3.87302000000153e-09
16407851,3.90983999996303e-09
16408174,3.96414000000961e-09
16409399,3.97305999994445e-09
16409570,3.97743000025607e-09
16409581,3.96660000001309e-09
16410090,3.97361999999911e-09
16412723,4.07830000000457e-09
16413364,4.14405999996858e-09
16413538,4.19886000000381e-09
16415438,4.78884999982127e-09
16415484,5.38140999998319e-09
16416036,1.89019700004336e-08
16416156,1.90984599999997e-08
16419408,2.63772999999951e-08
16421699,2.69713727875399e-08
16425168,2.87571738559295e-08
16430832,2.94167400002089e-08
16431086,1.11977864570974e-08
16434967,2.1901940000074e-08
16435258,3.60915135231103e-08
16437594,3.05072867939904e-08
16437595,2.49230599998532e-08
16438107,1.55982421065772e-08
16438126,8.47639106127396e-09
16438127,1.35454000000003e-09
16456391,1.36414999999983e-09
16457636,1.37677428669214e-09
16472237,1.41559000002254e-09
16472379,1.448292134831e-09
16476562,1.45713217726397e-09
16482790,1.56688108863019e-09
16485919,1.67663000000204e-09
16490010,1.80238999999811e-09
16492336,1.84818999999991e-09
16502716,2.00333999999967e-09
16508400,1.98220000000321e-09
16509530,1.94975000001339e-09
16509636,1.94919999999995e-09
16549820,1.94920000000071e-09
16549902,2.313950000013e-09
16550182,2.824419999998e-09
16551808,5.26760999999973e-09
16568935,6.07274999993335e-09
16569017,8.3058600000482e-09
16569198,1.06458300000014e-08
16573830,1.21184899999942e-08
16575132,1.40934399999929e-08
16576248,1.54580499999771e-08
16576707,1.72699800000021e-08
16582469,2.28014699999827e-08
16584189,2.68637500000164e-08
16585842,6.10002200001101e-08
16586614,6.29601799999931e-08
16587858,6.2405859999963e-08
16589219,6.15540200000613e-08
16590153,3.73700999999687e-08
16591593,2.52242399999534e-08
16592176,1.74040700000183e-08
16594463,1.74862299999999e-08
16599488,1.78989300000031e-08
16603719,7.70032999986341e-09
16603872,6.10793000000277e-09
16606766,6.24754000007644e-09
16606815,6.37664999999672e-09
16608749,7.82351600001927e-08
16609584,7.82010099999919e-08
16613057,6.24283999999623e-09
16613859,6.15533999999539e-09
16615817,6.02538000009836e-09
16615974,5.87451999999035e-09
16616526,5.26627000000234e-09
16618217,3.89349999999526e-09
16619607,3.71648000002372e-09
16620021,3.37941999998875e-09
16621097,3.0426900000087e-09
16621714,2.65672000000942e-09
16622188,2.25718999999664e-09
16622827,2.11206999999823e-09
16624776,2.06741999999159e-09
16625404,2.05703000000355e-09
16626376,2.00502999999404e-09
16626440,1.58351000000093e-09
16627729,1.5567800000047e-09
16628260,1.05670999999817e-09
16631390,7.72710000040082e-10
16631452,4.84430000001155e-10
16635343,4.83569999999633e-10
16640996,4.8268000000051e-10
16642588,4.8306000000549e-10
16643417,4.8304999999948e-10
16649519,4.8317000000182e-10
16651600,4.83169999999261e-10
16655768,4.83170000000842e-10
16658337,4.8310999999986e-10
16659133,4.83160000008322e-10
16659703,4.83429999999545e-10
16668143,1.42928000001334e-09
16668410,2.76034999999878e-09
16671721,2.99349999999842e-09
16674094,1.11539300018393e-08
16674102,1.70566699998732e-08
16674493,1.79909500000058e-08
16678780,1.79925799999805e-08
16680396,2.05647200000218e-08
16683482,2.08456499997887e-08
16683588,2.11939400000781e-08
16683883,5.10237099999661e-08
16688632,3.64611500000496e-08
16690487,3.43484399999883e-08
16693023,3.05795899999885e-08
16694398,3.0548460000005e-08
16696185,3.47992000000829e-08
16696580,3.58954299999048e-08
16696904,3.59162100004549e-08
16697016,3.59214399994552e-08
16697125,3.59596900001789e-08
16697323,3.71526299994426e-08
16697340,3.88428699993528e-08
16697442,4.30071600002967e-08
16697696,5.09118199999717e-08
16699620,7.24853200000252e-08
16702213,4.4461119999996e-08
16705838,4.44293499998704e-08
16706386,4.43881200000638e-08
16706687,4.43837800005359e-08
16706799,2.79484299987864e-08
16706829,1.05484000000229e-08
16707168,7.10200999998877e-09
16708242,7.01063000002521e-09
16708304,6.91626000002495e-09
16708828,6.92061999997703e-09
16709221,6.86922000002312e-09
16709793,1.91274199987641e-08
16709829,4.09093800028808e-08
16709840,4.07943699999838e-08
16711253,4.20185200000089e-08
16714378,7.23384999998481e-09
16714789,4.413740000038e-09
16714977,5.17922999996789e-09
16715410,3.61777000000494e-09
16718108,3.61542999999687e-09
16719707,3.61500000000031e-09
16721712,2.15435999999815e-09
16722213,1.32188999999931e-09
16725140,1.32928000000371e-09
16725606,1.34686999999969e-09
16729428,1.380670000004e-09
16730185,1.43064999999185e-09
16730451,1.44922000003744e-09
16730550,1.44931999999142e-09
16731083,1.47596999998984e-09
16731223,1.520200000005e-09
16731663,1.57542999999365e-09
16732102,1.62426000001063e-09
16732408,1.68771999999788e-09
16733362,1.75761999998212e-09
