0,0,292538
1,292539,292559
0,292560,304626
1,304627,304660
0,304661,311878
1,311879,311961
0,311962,335112
1,335113,335162
0,335163,345852
1,345853,345927
0,345928,348101
1,348102,348273
0,348274,348767
1,348768,348950
0,348951,350820
1,350821,350867
0,350868,393151
1,393152,393367
0,393368,394819
1,394820,395006
0,395007,395845
1,395846,395934
0,395935,397106
1,397107,397251
0,397252,398826
1,398827,398934
0,398935,401422
1,401423,401776
0,401777,405016
1,405017,405129
0,405130,407453
1,407454,407597
0,407598,486669
1,486670,486763
0,486764,488977
1,488978,489037
0,489038,491123
1,491124,491185
0,491186,497365
1,497366,497488
0,497489,499643
1,499644,499699
0,499700,532467
1,532468,532609
0,532610,549173
1,549174,549290
0,549291,553852
1,553853,553919
0,553920,555225
1,555226,555287
0,555288,555952
1,555953,556012
0,556013,556482
1,556483,556563
0,556564,562782
1,562783,562844
0,562845,564031
1,564032,564153
0,564154,564543
1,564544,564701
0,564702,564862
1,564863,564928
0,564929,572518
1,572519,572643
0,572644,576755
1,576756,576881
0,576882,592467
1,592468,592586
0,592587,598019
1,598020,598122
0,598123,598858
1,598859,598940
0,598941,599078
1,599079,599224
0,599225,610096
1,610097,610177
0,610178,617709
1,617710,617834
0,617835,619428
1,619429,619542
0,619543,629833
1,629834,629960
0,629961,632939
1,632940,633116
0,633117,637699
1,637700,637817
0,637818,1312703
1,1312704,1313915
0,1313916,1389946
1,1389947,1391117
0,1391118,1394694
1,1394695,1394858
0,1394859,1624167
1,1624168,1624230
0,1624231,1624470
1,1624471,1624539
0,1624540,1726414
1,1726415,1726511
0,1726512,1742466
1,1742467,1742585
0,1742586,1930101
1,1930102,1930229
0,1930230,1959865
1,1959866,1959970
0,1959971,1960772
1,1960773,1960965
0,1960966,2115769
1,2115770,2115879
0,2115880,2117467
1,2117468,2117555
0,2117556,2124685
1,2124686,2124730
0,2124731,2175930
1,2175931,2175942
0,2175943,2245319
1,2245320,2245421
0,2245422,2671299
1,2671300,2671347
0,2671348,2675045
1,2675046,2675124
0,2675125,2678218
1,2678219,2678371
0,2678372,2679278
1,2679279,2679407
0,2679408,2680219
1,2680220,2680290
0,2680291,2683019
1,2683020,2683161
0,2683162,2685294
1,2685295,2685404
0,2685405,2685481
1,2685482,2685575
0,2685576,2688849
1,2688850,2688955
0,2688956,2692782
1,2692783,2692858
0,2692859,2749134
1,2749135,2749293
0,2749294,2765621
1,2765622,2766443
0,2766444,2768689
1,2768690,2768881
0,2768882,2770118
1,2770119,2770360
0,2770361,2779261
1,2779262,2779491
0,2779492,2783404
1,2783405,2783560
0,2783561,2784322
1,2784323,2784402
0,2784403,2785005
1,2785006,2785281
0,2785282,2833606
1,2833607,2834011
0,2834012,2835854
