0,0,2786987
1,2786988,2787602
0,2787603,2841623
1,2841624,2841626
0,2841627,2842163
1,2842164,2842241
0,2842242,2844075
1,2844076,2844256
0,2844257,2845644
1,2845645,2845742
0,2845743,2854598
1,2854599,2854770
0,2854771,2865086
1,2865087,2865244
0,2865245,2866791
1,2866792,2866893
0,2866894,2953935
1,2953936,2953996
0,2953997,2961072
1,2961073,2961645
0,2961646,2975093
1,2975094,2975243
0,2975244,2975509
1,2975510,2975653
0,2975654,2976668
1,2976669,2976821
0,2976822,2977938
1,2977939,2978079
0,2978080,2978808
1,2978809,2979992
0,2979993,3579243
1,3579244,3579801
0,3579802,5032695
1,5032696,5032727
0,5032728,5056822
1,5056823,5057458
0,5057459,5098213
1,5098214,5100706
0,5100707,5104342
1,5104343,5104360
0,5104361,6246267
1,6246268,6246753
0,6246754,6247354
1,6247355,6247432
0,6247433,6247560
1,6247561,6247672
0,6247673,6247773
1,6247774,6247919
0,6247920,6248014
1,6248015,6248077
0,6248078,7025083
1,7025084,7025141
0,7025142,7042978
1,7042979,7043124
0,7043125,7063895
1,7063896,7064148
0,7064149,7070194
1,7070195,7070327
0,7070328,7070718
1,7070719,7070860
0,7070861,7071558
1,7071559,7071622
0,7071623,7071731
1,7071732,7071829
0,7071830,7074558
1,7074559,7074619
0,7074620,7080730
1,7080731,7080852
0,7080853,7085896
1,7085897,7085971
0,7085972,7086288
1,7086289,7086416
0,7086417,7087265
1,7087266,7087431
0,7087432,7090087
1,7090088,7090189
0,7090190,7091470
1,7091471,7091491
0,7091492,9337508
1,9337509,9338012
0,9338013,9338619
1,9338620,9338697
0,9338698,9338825
1,9338826,9338937
0,9338938,9339038
1,9339039,9339184
0,9339185,9339279
1,9339280,9339342
0,9339343,9357841
1,9357842,9358327
0,9358328,9358934
1,9358935,9359012
0,9359013,9359140
1,9359141,9359252
0,9359253,9359353
1,9359354,9359499
0,9359500,9359594
1,9359595,9359657
0,9359658,9398465
1,9398466,9398951
0,9398952,9399558
1,9399559,9399636
0,9399637,9399764
1,9399765,9399876
0,9399877,9399977
1,9399978,9400123
0,9400124,9400218
1,9400219,9400281
0,9400282,9487311
1,9487312,9487815
0,9487816,9488422
1,9488423,9488500
0,9488501,9488628
1,9488629,9488740
0,9488741,9488841
1,9488842,9488987
0,9488988,9489093
1,9489094,9489175
0,9489176,9489869
1,9489870,9489892
0,9489893,9527924
1,9527925,9528410
0,9528411,9529017
1,9529018,9529095
0,9529096,9529223
1,9529224,9529335
0,9529336,9529436
1,9529437,9529582
0,9529583,9529677
1,9529678,9529740
0,9529741,12709446
1,12709447,12709542
0,12709543,12720587
1,12720588,12720736
0,12720737,12722106
1,12722107,12722186
0,12722187,12725111
1,12725112,12725224
0,12725225,12726573
1,12726574,12726792
0,12726793,12735610
1,12735611,12735726
0,12735727,12735996
1,12735997,12736248
0,12736249,12736409
1,12736410,12736548
0,12736549,12738155
1,12738156,12738308
0,12738309,12739523
1,12739524,12739628
0,12739629,12757190
1,12757191,12757397
0,12757398,12758504
1,12758505,12758641
0,12758642,12760482
1,12760483,12760616
0,12760617,12771066
1,12771067,12771154
0,12771155,12773581
1,12773582,12773924
0,12773925,12775469
1,12775470,12775565
0,12775566,12776647
1,12776648,12776859
0,12776860,12778017
